0,,,,,,,,,,,,,Text identity,,,,,,Related entities,,,Text typology,,,,Language(s) and script(s),,,,,,,,,,,,Physical form,,,,,,,Date of the text,,,,,Filiation,,,,,,,Rights,,,,,0
0,Fields,Identifier of the resource,Origin of the metadata,DHARMA import,Editor of the metadata,Date of the edition,Contributor of the metadata,Reviewer,Date of review,Project,Corpus,Distribution rights of the metadata,Identifier of the text,Designation,Alternative identifier,Alternative designation,Alternative designation,Location on the artefact/conglomerate artefact/monument,ID of the artefact(s),ID of the conglomerate artefact,ID of the monument,Text type 1,Text type 2,Text type 3,Text type 4,Language 1,Script classification 1,Script maturity 1,Language 2,Script classification 2,Script maturity 2,Language 3,Script classification 3,Script maturity 3,Language 4,Script classification 4,Script maturity 4,Lettering technique,Lines (observed),Lines (estimated),Lines per zone(s),Dimensions of text zone(s),Height of glyph,Width of glyph,Date CE,Date range CE,Date certainty,Date precision,Date evidence,Other instances,Type of filiation,Reissue date,Bibliographic references (primary),Bibliographic references (secondary),Keyword(s),Remarks,Project responsible for publication,Distribution rights of the text edition,Identifier of the surrogate,Identifier of the digital image,Link to external repository of images,0
0,Description of the fields,Digital identifier of the inscription as text. Syntax: INS<corpus>00001,Origin of the metadata: database or publication,Date of conversion of previously available metadata to the DHARMA model,"Person(s) who supplied metadata (use the DHARMA members' Ids and separate them by $, if more than one editor)",Start date of metadata input/editing for DHARMA (YYYY-MM-DD),"Person(s) who entered/edited metadata (use the DHARMA members' Ids and separate them by $, if more than one editor)","Validating person (use the DHARMA members' Ids and separate them by $, if more than one editor)",Date of metadata validation (YYYY-MM-DD),Project responsible for making these metadata available,Corpus to which the inscription pertains,Licence applicable to metadata,"Identifier of the text. 
Syntax: INS<corpus>00001",Designation of the text [= title in xml edition],Alternative identifier(s),Alternative designation(s),Alternative designation(s),Location on the artefact/conglomerate artefact/monument (free text),"ID of the artefact bearing the text. If there is more than one artefact bearing the text, use $ as separator.",ID of the conglomerate artefact bearing the text,ID of the monument bearing the text,"Text type (ideally only 1, choose misc. if you need to record more than 1)",Text type 2 (use only if more than 1 is necessary – Text type 1 must then have value misc.),Text type 3 (use only if more than 1 is necessary – Text type 1 must then have value misc.),Text type 4 (use only if more than 1 is necessary – Text type 1 must then have value misc.),Language of the text,Script of the text,Maturity of script (if the script classification is Brahmi and derivatives only),Language of the text,Script of the text,Maturity of script (if the script classification is Brahmi and derivatives only),Language of the text,Script of the text,Maturity of script (if the script classification is Brahmi and derivatives only),Language of the text,Script of the text,Maturity of script (if the script classification is Brahmi and derivatives only),"Writing technique (engraved, relief, painted, etc.)",Number of lines of this text preserved/observed on the artefact(s),Known or estimated total number of lines in this text,"Number of lines observed per zone – if multiple zones, use $ as separator and letter prefix plus colon for each zone (format A:10$B:12)","Height x Width of the inscribed zone or zones (cm) – if multiple zones, use $ as separator and letter prefix plus colon before h and w values ",Height of an average aksara (cm),Width of an average aksara (cm),YYYY-MM-DD or YYYY-MM or YYYY,YYYY-YYYY,degree of certainty of the text's dating,degree of precision of the text's dating,evidence that indicates the date of the text,ID of other instances of the corresponding text,"Status of the given instance in relation with others (original, duplicate, reissue, undetermined)","In case of reissue, CE date of reissue (YYYY or YYYY-YYYY)",Bibliographical references. Use $ to separate the references,Bibliographical references. Use $ to separate the references,"Terms to characterize the inscription. The choice of keywords is free, use $ to separate terms",Remarks on text-related metadata (free text),Project responsible for making this text edition available,Licence applicable to the text edition,Identifier(s) of the related surrogate(s). Use $ to separate the identifiers.,Identifier(s) of the related digital image(s). Use $ to separate the identifiers.,Link(s) to related images stored on external repository.  Use $ to separate the identifiers.,0
INSPallava00247,,INSPallava00247,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00247,Darśi plate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00248,,INSPallava00248,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00248,Olakkūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00249,,INSPallava00249,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00249,Mēlaccēri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00250,,INSPallava00250,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00250,Mahābalipuram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00251,,INSPallava00251,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00251,Tirukōkkaraṇam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00252,,INSPallava00252,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00252,Hebbiṇi/Bairakūr,,,,,,,,commemorative - memorial - hero_memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00253,,INSPallava00253,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00253,Hanumantapuram,,,,,,,,commemorative - memorial - hero_memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00254,,INSPallava00254,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00254,Kīḻmuttukūr,,,,,,,,commemorative - memorial - hero_memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00255,,INSPallava00255,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00255,Kīḻmuttukūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00256,,INSPallava00256,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00256,Baṅgavāḍi,,,,,,,,commemorative - memorial - hero_memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00257,,INSPallava00257,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00257,Rāyakōṭa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00258,,INSPallava00258,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00258,Hāldipūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00259,,INSPallava00259,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00259,Kāñcipuram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00260,,INSPallava00260,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00260,Tirumayyam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00261,,INSPallava00261,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00261,Taṇṭalam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00262,,INSPallava00262,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00262,Kāñcipuram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00263,,INSPallava00263,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00263,Tirunāmanallūr,,,,,,,,commemorative - eulogy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00264,,INSPallava00264,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00264,Poyyaṉūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00265,,INSPallava00265,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00265,Kīḻpulam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00266,,INSPallava00266,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00266,Maṇampūṇṭi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00267,,INSPallava00267,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00267,Uttaramērūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00268,,INSPallava00268,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00268,Nārttāmalai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00269,,INSPallava00269,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00269,Lālkuṭi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00270,,INSPallava00270,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00270,Amarāvatī,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00271,,INSPallava00271,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00271,Tiruppulivaṉam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00272,,INSPallava00272,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00272,Koṭṭaiyūr,,,,,,,,commemorative - memorial - hero_memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00273,,INSPallava00273,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00273,Kōraiyāṟu,,,,,,,,commemorative - memorial - hero_memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00274,,INSPallava00274,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00274,Kōraiyāṟu,,,,,,,,commemorative - memorial - hero_memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00275,,INSPallava00275,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00275,Kōraiyāṟu,,,,,,,,commemorative - memorial - hero_memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00276,,INSPallava00276,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00276,Naraciṅkanallūr,,,,,,,,commemorative - memorial - hero_memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00277,,INSPallava00277,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00277,Toraippāṭi,,,,,,,,commemorative - memorial - hero_memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00278,,INSPallava00278,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00278,Karuṅkālippāṭipaṭṭī,,,,,,,,commemorative - memorial - hero_memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00279,,INSPallava00279,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00279,Taṇṭampaṭṭū,,,,,,,,commemorative - memorial - hero_memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00280,,INSPallava00280,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00280,Mōttakal,,,,,,,,commemorative - memorial - hero_memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00281,,INSPallava00281,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00281,Mōttakal,,,,,,,,commemorative - memorial - hero_memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00282,,INSPallava00282,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00282,Koṭṭaiyūr,,,,,,,,commemorative - memorial - hero_memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00283,,INSPallava00283,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00283,Koṭṭaiyūr,,,,,,,,commemorative - memorial - hero_memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00284,,INSPallava00284,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00284,Eṭuttaṉūr,,,,,,,,commemorative - memorial - hero_memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00285,,INSPallava00285,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00285,Ce. Kūṭalūr,,,,,,,,commemorative - memorial - hero_memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00286,,INSPallava00286,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00286,Cāttāṉūr,,,,,,,,commemorative - memorial - hero_memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00287,,INSPallava00287,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00287,Kaṇṇakkantal,,,,,,,,commemorative - memorial - hero_memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00288,,INSPallava00288,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00288,Eṭakkal,,,,,,,,commemorative - memorial - hero_memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00289,,INSPallava00289,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00289,Teṉmuṭiyaṉūr,,,,,,,,commemorative - memorial - hero_memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00290,,INSPallava00290,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00290,Pōntai,,,,,,,,commemorative - memorial - hero_memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00291,,INSPallava00291,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00291,Kaṭalāṭi,,,,,,,,commemorative - memorial - hero_memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00292,,INSPallava00292,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00292,Mēlpuñcai,,,,,,,,commemorative - memorial - hero_memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00293,,INSPallava00293,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00293,Taṇṭarāmpaṭṭu,,,,,,,,commemorative - memorial - hero_memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00294,,INSPallava00294,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00294,Taṇṭarāmpaṭṭu,,,,,,,,commemorative - memorial - hero_memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00295,,INSPallava00295,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00295,Cāttaṉūr,,,,,,,,commemorative - memorial - hero_memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00296,,INSPallava00296,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00296,Periyakōḷappāṭi,,,,,,,,commemorative - memorial - hero_memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00297,,INSPallava00297,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00297,Periyakōḷappāṭi,,,,,,,,commemorative - memorial - hero_memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00298,,INSPallava00298,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00298,Mēlpaḷḷippaṭṭu,,,,,,,,commemorative - memorial - hero_memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00299,,INSPallava00299,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00299,Tā-Veḷūr,,,,,,,,commemorative - memorial - hero_memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00300,,INSPallava00300,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00300,Tāḻaiyūttu,,,,,,,,commemorative - memorial - hero_memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00301,,INSPallava00301,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00301,Pōntai,,,,,,,,commemorative - memorial - hero_memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00302,,INSPallava00302,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00302,Pōntai,,,,,,,,commemorative - memorial - hero_memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00303,,INSPallava00303,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00303,Toraippāṭi,,,,,,,,commemorative - memorial - hero_memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00304,,INSPallava00304,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00304,Cāttaṉūr,,,,,,,,commemorative - memorial - hero_memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00305,,INSPallava00305,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00305,Maṇikkal,,,,,,,,commemorative - memorial - hero_memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00306,,INSPallava00306,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00306,Tāḻaiyūttu,,,,,,,,commemorative - memorial - hero_memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00307,,INSPallava00307,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00307,Kīḻ Irāvantavāṭi,,,,,,,,commemorative - memorial - hero_memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00308,,INSPallava00308,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00308,Piñcūr,,,,,,,,commemorative - memorial - hero_memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00309,,INSPallava00309,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00309,Ciṉṉayyaṉ Pēṭṭai,,,,,,,,commemorative - memorial - hero_memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00310,,INSPallava00310,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00310,Ciṉṉayyaṉ Pēṭṭai,,,,,,,,commemorative - memorial - hero_memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00311,,INSPallava00311,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00311,Vīraṇam,,,,,,,,commemorative - memorial - hero_memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00312,,INSPallava00312,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00312,Vīraṇam,,,,,,,,commemorative - memorial - hero_memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00313,,INSPallava00313,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00313,Iḷaṅkuṇṇi,,,,,,,,commemorative - memorial - hero_memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00314,,INSPallava00314,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00314,Kāñcipuram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00315,,INSPallava00315,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00315,Kāñcipuram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00316,,INSPallava00316,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00316,Mahābalipuram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00317,,INSPallava00317,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00317,Mahābalipuram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00318,,INSPallava00318,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00318,Mahābalipuram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00319,,INSPallava00319,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00319,Mahābalipuram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00320,,INSPallava00320,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00320,Vēṭal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00321,,INSPallava00321,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00321,Viriñcipuram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00322,,INSPallava00322,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00322,Kāppalūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00323,,INSPallava00323,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00323,Cīyamaṅkalam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00324,,INSPallava00324,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00324,Tiṉṉaṉūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00325,,INSPallava00325,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00325,Maṇalūrpēṭ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00326,,INSPallava00326,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00326,Ciṟunāvalūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00327,,INSPallava00327,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00327,Maṇalūrpēṭ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00328,,INSPallava00328,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00328,Maṇalūrpēṭ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00329,,INSPallava00329,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00329,Tiruvoṟṟiyūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00330,,INSPallava00330,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00330,Avilava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00331,,INSPallava00331,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00331,Puṅkaṉūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00332,,INSPallava00332,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00332,Tiṉṉaṉūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00333,,INSPallava00333,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00333,Tiṉṉaṉūr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00334,,INSPallava00334,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00334,Tirucceṉṉampūṇṭi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
INSPallava00335,,INSPallava00335,,,emfr,2023-01-24,,,,DHARMA,Pallava,CC0,INSPallava00335,Maṭavalam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,,
